Form,Section,Variable,Question,Answer Options,Definition,Completion Guideline,Form Translation Reviewers,Section Translation Reviewers,Question Translation Reviewers,Definition Translation Reviewers,Completion Guideline Translation Reviewers,Answer Options Translation Reviewers
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_peri,Y a-t-il des lésions périanales?,"1, Oui | 0, Non | 99, Inconnu",Cela fait référence à la présence de lésions cutanées impliquant la région périanale.,"Indiquez «oui», s'il y a des lésions actives impliquant cette zone entre 00h00 et 24h00 le jour de l'évaluation.",0,0,0,0,0,0
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_peri_type,Type de lésions périanales,"1, Vésicule | 2, Pustule | 3, Lésions ulcérées | 4, Lésions nécrosantes | 5, Lésions fongiformes | 6, Lésions hémorragiques | 88, Autres","Ceci fait référence au type de lésions cutanées touchant la région périanale. Une vésicule désigne une lésion surélevée remplie d'un liquide clair. Une pustule désigne une lésion surélevée remplie de pus, un liquide opaque. Une lésion ulcérée désigne une lésion avec rupture de la peau. Une lésion nécrosée désigne une lésion avec tissu nécrosé (mort). Une lésion fongiforme désigne une lésion provenant des tissus sous-jacents qui perce la surface de la peau. ","Sélectionnez l'option la plus appropriée qui représente le type de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",0,0,0,0,0,0
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_peri_type_oth,Précisez autre type de lésions périanales,,Ce terme désigne le type de lésions cutanées touchant la région périanale.,"Si « Autre », indiquez le type de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",0,0,0,0,0,
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_peri_num,Nombre de lésions périanales,,Ce terme désigne le nombre de lésions touchant la région périanale.,"Indiquez le nombre de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",0,0,0,0,0,
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_mouth,Y a-t-il des lésions à l'intérieur de la bouche?,"1, Oui | 0, Non | 99, Inconnu",Cela fait référence à la présence de lésions muqueuses à l'intérieur de la bouche (cavité orale).,"Indiquez «oui», s'il y a des lésions actives impliquant cette zone entre 00h00 et 24h00 le jour de l'évaluation.",0,0,0,0,0,0
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_mouth_stat,État des lésions à l'intérieur de la bouche,"1, Douleur | 2, Saignement ou écoulement | 3, Ulcération","Ce terme désigne l'état des lésions muqueuses dans la bouche (cavité buccale). Une lésion douloureuse est associée à une sensation désagréable, inconfortable ou douloureuse au niveau du site de la lésion. Une lésion qui saigne ou qui sécrète est associée à un saignement des vaisseaux sanguins ou à un écoulement de liquide séreux/purulent au niveau du site de la lésion. Une lésion ulcérée est associée à une érosion de la muqueuse de la bouche, se traduisant par une excavation locale de la surface au niveau du site de la lésion.","Sélectionnez l'option la plus appropriée qui représente le type de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",0,0,0,0,0,0
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_vagin,Y a-t-il des lésions dans le canal vaginal?,"1, Oui | 0, Non | 99, Inconnu",Cela fait référence à la présence de lésions muqueuses dans le canal vaginal.,"Indiquez «oui», s'il y a des lésions actives impliquant cette zone entre 00h00 et 24h00 le jour de l'évaluation.",0,0,0,0,0,0
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_vagin_stat,État des lésions dans le canal vaginal,"1, Douleur | 2, Saignement ou écoulement | 3, Ulcération","Il s'agit de l'état des lésions muqueuses dans le canal vaginal. Une lésion douloureuse est associée à une sensation désagréable, inconfortable ou douloureuse au niveau du site de la lésion. Une lésion qui saigne ou qui sécrète est associée à un saignement des vaisseaux sanguins ou à un écoulement de liquide séreux/purulent au niveau du site de la lésion. Une lésion ulcérée est associée à une érosion de la muqueuse de la bouche, se traduisant par une excavation locale de la surface au niveau du site de la lésion.","Sélectionnez l'option la plus appropriée qui représente le type de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",0,0,0,0,0,0
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_rectum,Y a-t-il des lésions dans le rectum?,"1, Oui | 0, Non | 99, Inconnu",Cela fait référence à la présence de lésions muqueuses dans le rectum.,"Indiquez «oui», s'il y a des lésions actives impliquant cette zone entre 00h00 et 24h00 le jour de l'évaluation.",0,0,0,0,0,0
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_rectum_stat,État des lésions rectales,"1, Douleur | 2, Saignement ou écoulement | 3, Ulcération | 4, Ténesme","Ce terme désigne l'état des lésions muqueuses dans le rectum. Une lésion douloureuse est associée à une sensation désagréable, inconfortable ou douloureuse au niveau du site de la lésion. Une lésion qui saigne ou qui sécrète est associée à un saignement des vaisseaux sanguins ou à un écoulement de liquide séreux/purulent au niveau du site de la lésion. Une lésion ulcérée est associée à une érosion de la muqueuse buccale, se traduisant par une excavation locale de la surface au niveau de la lésion.","Sélectionnez l'option la plus appropriée qui représente le type de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",0,0,0,0,0,0
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_anorec,Si oui aux lésions dans le rectum: ano-rectite,"1, Oui | 0, Non | 99, Inconnu",Défini comme une inflammation des membranes muqueuses de l'anus et / ou du rectum qui peut être accompagnée de douleur ou de saignement.,"Indiquez «oui», si le patient a vécu cela à tout moment à la date de l'évaluation.",0,0,0,0,0,0
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_penis,Y a-t-il des lésions sur le pénis?,"1, Oui | 0, Non | 99, Inconnu",Cela fait référence à la présence de lésions muqueuses sur le pénis.,"Indiquez «oui», s'il y a des lésions actives impliquant cette zone entre 00h00 et 24h00 le jour de l'évaluation.",0,0,0,0,0,0
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_penis_stat,État des lésions péniennes,"1, Douleur | 2, Saignement ou écoulement | 3, Ulcération","Il s'agit de l'état des lésions muqueuses sur le pénis. Une lésion douloureuse est associée à une sensation désagréable, inconfortable ou douloureuse au niveau du site de la lésion. Une lésion qui saigne ou qui sécrète est associée à un saignement des vaisseaux sanguins ou à un écoulement de liquide séreux/purulent au niveau du site de la lésion. Une lésion ulcérée est associée à une érosion de la muqueuse buccale, se traduisant par une excavation locale de la surface au niveau du site de la lésion.","Sélectionnez l'option la plus appropriée qui représente le type de lésions touchant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",0,0,0,0,0,0
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_othsite,Autre(s) site(s),"1, Oui | 0, Non | 99, Inconnu",Il s'agit de la présence de lésions muqueuses touchant d'autres sites.,"Indiquez « Oui » s'il existe des lésions actives touchant d'autres sites entre 00 h 00 et 24 h 00 le jour de l'évaluation, non spécifiées ci-dessus.",0,0,0,0,0,0
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_othsite_spec,Précisez autre(s) site(s),,Il s'agit de la présence de lésions muqueuses touchant d'autres sites.,"Si « Oui », indiquez l'emplacement des lésions muqueuses touchant d'autres sites.",0,0,0,0,0,
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_othstat,Si oui aux autres site (s): autre site (s) statut de lésion,"1, Douleur | 2, Saignement ou écoulement | 3, Ulcération","Cela fait référence au statut des lésions muqueuses impliquant d'autres sites. Une lésion provoquant une douleur est associée à une sensation désagréable, inconfortable ou douloureuse sur le site de la lésion. Une lésion qui saigne ou décharge est associée à des saignements des vaisseaux sanguins ou des débits de liquide séreux / purulents sur le site de la lésion. Une lésion ulcérée est associée à l'érosion de la muqueuse de la bouche, montrant l'excavation locale de la surface au site de la lésion.","Sélectionnez l'option la plus appropriée qui représente le type de lésions impliquant cette zone, entre 00h00 et 24h00 le jour de l'évaluation.",0,0,0,0,0,0
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_24hr,De nouvelles lésions cutanées ou muqueuses sont-elles apparues dans les 24 heures précédentes? (peut être mieux évalué par les patients),"1, Oui | 0, Non | 99, Inconnu",Il s'agit de l'apparence d'une nouvelle peau ou d'une nouvelle lésion muqueuse au cours des 24 heures précédentes.,"Indiquez «oui», si de nouvelles lésions sont apparues au cours des 24 heures précédentes.",0,0,0,0,0,0
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_sl,Nombre total estimé de lésions cutanées sur le corps,"0, Aucun | 1, 1 | 2, 2-5 | 3, 6-9 | 4, 10-24 | 5, 25-49 | 6, 50-99 | 7, 100-250 | 8, 251-1000 | 9, >1000 ","Documenter uniquement les lésions cutanées liées à l'infection par pathogène d'intérêt. Les lésions guéries (SCAB absente, la peau fraîche présente) ne doivent pas être incluses. L'éruption de l'érythème multiforme ou toute autre cause ne doit pas être incluse.",Sélectionnez l'option la plus appropriée qui représente le mieux le nombre de lésions cutanées entre 00h00 et 24h00 le jour de l'évaluation.,0,0,0,0,0,0
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_ml,Nombre total estimé de lésions muqueuses sur le corps,"0, Aucun | 1, 1 | 2, 2-5 | 3, 6-9 | 4, 10-24 | 5, 25-49 | 6, 50-99 | 7, 100-250 | 8, 251-1000 | 9, >1000 ","Documenter uniquement les lésions muqueuses liées à l'infection par pathogène d'intérêt. Les lésions guéries (SCAB absente, la peau fraîche présente) ne doivent pas être incluses. L'éruption de l'érythème multiforme ou toute autre cause ne doit pas être incluse.",Sélectionnez l'option la plus appropriée qui représente le mieux le nombre de lésions muqueuses entre 00h00 et 24h00 le jour de l'évaluation.,0,0,0,0,0,0
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_slpain,"Si oui: score de douleur maximale, où 0 signifie «pas de douleur», et 10 signifie «la pire douleur possible».","1, Oui | 0, Non | 99, Inconnu","Cela fait référence à l'évaluation objective du patient de la gravité de la douleur au (s) site (s) de la lésion, sur une échelle de 0 à 10. où 0 représente ""aucune douleur"" et 10 représente la ""pire douleur imaginable"".",Indiquez la notation par le patient de la gravité de la douleur au (s) site (s) de la lésion.,0,0,0,0,0,0
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_slpain_score,"Score maximal de douleur, où 0 signifie « aucune douleur » et 10 signifie « la douleur la plus intense possible ».",,"Il s'agit de l'évaluation objective par le patient de l'intensité de la douleur au niveau du ou des sites de la lésion, sur une échelle de 0 à 10. Où 0 correspond à « aucune douleur » et 10 à « la pire douleur imaginable ».",Indiquez l'évaluation par le patient de la sévérité de la douleur au(x) site(s) de la lésion.,0,0,0,0,0,
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_mlpain,"Si oui: score de douleur maximale, où 0 signifie «pas de douleur», et 10 signifie «la pire douleur possible».","1, Oui | 0, Non | 99, Inconnu","Cela fait référence à l'évaluation objective du patient de la gravité de la douleur au (s) site (s) de la lésion, sur une échelle de 0 à 10. où 0 représente ""aucune douleur"" et 10 représente la ""pire douleur imaginable"".",Indiquez la notation par le patient de la gravité de la douleur au (s) site (s) de la lésion.,0,0,0,0,0,0
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_mlpain_score,"Score maximal de douleur, où 0 signifie « aucune douleur » et 10 signifie « la douleur la plus intense possible ».",,"Il s'agit de l'évaluation objective par le patient de l'intensité de la douleur au niveau du ou des sites de la lésion, sur une échelle de 0 à 10. Où 0 correspond à « aucune douleur » et 10 à « la pire douleur imaginable ».",Indiquez l'évaluation par le patient de la sévérité de la douleur au(x) site(s) de la lésion.,0,0,0,0,0,
quotidien,ÉVALUATION DE LA PEAU ET DES MUQUEUSES : Enregistrer les informations les plus éloignées de la normale entre 00h00 et 24h00 le jour de l'évaluation.,lesion_desc,Décrire toute autre complication des lésions (s),,"Il s'agit d'autres complications de la lésion qui n'ont pas été précisées ci-dessus. ","Décrire d'autres complications de lésions qui se sont produites ou ont été identifiées pour la première fois entre 00h00 et 24h00 le jour d'évaluation, qui n'ont pas été spécifiées ci-dessus.",0,0,0,0,0,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_dailydata,Saisir les données relatives aux traitements et interventions pour cette date ?,"1, Oui | 0, Non",Cette section fait référence aux traitements ou interventions généralement effectués et consignés aux urgences et/ou dans le service ou l'unité de soins intensifs où le patient a été admis entre 00h00 et 24h00 le jour de l'évaluation.,Indiquez « Oui » si des traitements ou des interventions ont été effectués et enregistrés entre 00h00 et 24h00 le jour de l'évaluation.,0,0,0,0,0,0
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_fluid,Liquides,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de tous les liquides prescrits (par voie orale ou parentérale/intraveineuse), à l'exclusion de ceux que le patient consomme dans le cadre d'un régime alimentaire non prescrit.",Indiquez « Oui » si le patient s'est vu prescrire et a reçu des liquides entre 00 h 00 et 24 h 00 le jour de l'évaluation.,0,0,0,0,0,0
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_fluid_oral,Réhydratation orale,"1, Oui | 0, Non | 99, Inconnu",Cela fait référence aux fluides entéraux / oraux à des fins de réhydratation.,"Indiquez «oui», si le patient a reçu une réhydratation orale entre 00h00 et 24h00 le jour de l'évaluation.",0,0,0,0,0,0
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_fluid_oralvol,Si oui: volume de réhydratation orale (ml / 24 heures),,Cela fait référence aux fluides entéraux / oraux à des fins de réhydratation.,"Si «oui», enregistrez la quantité de liquides élémentaires / oraux aux fins de la réhydratation donnée entre 00h00 et 24h00 le jour de l'évaluation en millilitres (ML).",0,0,0,0,0,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_fluid_parent,Fluide Parenter IV?,"1, Oui | 0, Non | 99, Inconnu","Cela fait référence au liquide intraveineux qui comprend le cristalloïde, l'albumine, la gélatine, les amidons ou d'autres solutions.","Indiquez «oui», si le patient a reçu des liquides intraveineux entre 00h00 et 24h00 le jour de l'évaluation.",0,0,0,0,0,0
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_fluid_parent_type,Type de liquide intraveineux,,"Il s'agit de liquides intraveineux qui comprennent des solutions cristalloïdes, de l'albumine, de la gélatine, des amidons ou d'autres solutions.",Sélectionnez l'option la plus appropriée correspondant au type de liquide(s) intraveineux ou parentéral(aux) administré(s).,0,0,0,0,0,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_fluid_cryst,Volume cristalloïde (ML / 24 heures),,"Les fluides cristalloïdes se réfèrent aux solutions de sels minéraux, y compris la solution saline normale (0,9%), la solution de Ringer / Hartman, 5% de dextrose dans l'eau, 10% de dextrose dans l'eau, une solution saline hypotonique et hypertonique, entre autres.",Enregistrez le volume de liquide cristalloïde que le patient a reçu entre 00h00 et 24h00 le jour de l'évaluation en millilitres (ML).,0,0,0,0,0,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_fluid_colloid,Volume de colloïdes (mL/24 heures),,"Les liquides colloïdaux sont des solutions qui contiennent de grosses molécules, telles que des protéines ou des polysaccharides, qui restent dans la circulation sanguine plus longtemps que les cristalloïdes. Ces liquides aident à maintenir ou à augmenter le volume intravasculaire en attirant l'eau dans les vaisseaux sanguins par pression oncotique. Les colloïdes courants comprennent les gélatines, les amidons ou l'albumine. ",Enregistrez le volume de liquides colloïdaux que le patient a reçu entre 00h00 et 24h00 le jour de l'évaluation en millilitres (mL).,0,0,0,0,0,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_blood,Produits sanguins,"1, Oui | 0, Non | 99, Inconnu","Il s'agit d'une transfusion de sang (sang total ou globules rouges concentrés) ou d'autres produits sanguins à l'exclusion de l'immunoglobuline humaine normale (par exemple, albumine, granulocytes, plaquettes, plasma frais congelé (FFP), FP24, PF-24, cryoprécipité, concentré de protéine C, cryosurnatant ou un facteur de coagulation non recombinant spécifique) à tout moment de la date d'évaluation. ","Indiquez « Oui » si le patient a reçu des produits sanguins ou une transfusion de produits sanguins à tout moment entre 00 h 00 et 24 h 00 le jour de l'évaluation. Si « Oui », sélectionnez le ou les produits ci-dessous.",0,0,0,0,0,0
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_blood_type,Si oui: sélectionnez tous les produits sanguins qui ont été administrés.,"1, Plaquettes | 2, Cryoprécipité | 3, Sang total | 4, Plasma frais congelé | 5, Concentré de fibrinogène | 6, Concentré de globules rouges (concentré de globules rouges)","Cela fait référence à une transfusion de sang (sang total ou de globules rouges emballés) ou d'autres produits sanguins à l'exclusion de l'immunoglobuline normale humaine (par exemple l'albumine, les granulocytes, les plaquettes, le plasma fraîchement docédé (FFP), FP24, PF-24, Cryoprécipité, protéine C C) concentré, cryosupernateur ou un facteur de coagulation non recombinant spécifique) à tout moment à la date de l'évaluation. Les plaquettes se réfèrent au transfert de plaquettes sanguines d'un donneur à un receveur ou à la réinfusion au donneur. Le cryoprécipité fait référence à un produit sanguin congelé préparé à partir d'un plasma congelé qui contient du fibrinogène (facteur I), du facteur antihemophile (facteur VIII), du facteur XIII, du facteur Von Willebrand (VWF) et de la fibronectine. Le sang total fait référence à l'administration intraveineuse de sang total (sang qui contient du plasma et des globules rouges) en un individu. RBC emballé fait référence aux globules rouges d'une unité de sang total après l'élimination de la majeure partie du plasma, laissant une unité avec un hématocrite d'environ 60%. Le plasma frais congelé fait référence au plasma séparé du sang de tout le sang et congelé rapidement après un don de sang afin d'être utilisé pour les transfusions sanguines. Le concentré de fibrinogène est un agent hémostatique utilisé pour le traitement des épisodes de saignement aigu chez les patients présentant une carence en fibrinogène congénitale, y compris l'afibrinogénémie et l'hypofibrinogénémie.",Sélectionnez la ou les options les plus appropriées correspondant aux produits sanguins qui ont été administrés.,0,0,0,0,0,0
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_blood_plate,Plaquettes (unités / 24 heures),,Les plaquettes se réfèrent au transfert de plaquettes sanguines d'un donneur à un receveur ou à la réinfusion au donneur.,Enregistrez le nombre d'unités que le patient a reçues entre 00h00 et 24h00 le jour de l'évaluation en millilitres (ML).,0,0,0,0,0,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_blood_cryo,Cryoprécipité (unités / 24 heures),,"Le cryoprécipité fait référence à un produit sanguin congelé préparé à partir de plasma congelé qui contient du fibrinogène (facteur I), du facteur antihémophile (facteur VIII), du facteur XIII, du facteur von Willebrand (VWF) et de la fibronectine. Contient le fibrinogène (facteur I), le facteur antihemophile (facteur VIII), le facteur XIII, le facteur von Willebrand (VWF) et la fibronectine.",Enregistrez le nombre d'unités que le patient a reçues entre 00h00 et 24h00 le jour de l'évaluation en millilitres (ML).,0,0,0,0,0,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_blood_whole,Volume sanguin / RBC emballé (unités / 24 heures),,"Le sang total fait référence à l'administration intraveineuse de sang total (sang qui contient du plasma et des globules rouges) en un individu. RBC emballé fait référence aux globules rouges d'une unité de sang total après l'élimination de la majeure partie du plasma, laissant une unité avec un hématocrite d'environ 60%.",Enregistrez le nombre d'unités que le patient a reçues entre 00h00 et 24h00 le jour de l'évaluation en millilitres (ML).,0,0,0,0,0,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_blood_plasma,Plasma frais surgelé (unités / 24 heures),,Le plasma frais congelé fait référence au plasma séparé du sang de tout le sang et congelé rapidement après un don de sang afin d'être utilisé pour les transfusions sanguines.,Enregistrez le nombre d'unités que le patient a reçues entre 00h00 et 24h00 le jour de l'évaluation en millilitres (ML).,0,0,0,0,0,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_blood_fibrin,Concentré de fibrinogène (unités / 24 heures),,"Le concentré de fibrinogène est un agent hémostatique utilisé pour le traitement des épisodes de saignement aigu chez les patients présentant une carence en fibrinogène congénitale, y compris l'afibrinogénémie et l'hypofibrinogénémie.",Enregistrez le nombre d'unités que le patient a reçues entre 00h00 et 24h00 le jour de l'évaluation en millilitres (ML).,0,0,0,0,0,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_blood_rcc,Concentré de globules rouges (unités/24 heures),,"Les concentrés de globules rouges désignent les globules rouges provenant d'une unité de sang total après élimination de la majeure partie du plasma, laissant une unité avec un hématocrite d'environ 60 %.",Enregistrez le nombre d'unités que le patient a reçues entre 00h00 et 24h00 le jour de l'évaluation en millilitres (mL).,0,0,0,0,0,
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_intravenim,Immunoglobuline intraveineuse,"1, Oui | 0, Non | 99, Inconnu","Cela fait référence aux préparations d'immunoglobulines utilisées dans la perfusion intraveineuse, contenant principalement l'immunoglobuline G (IgG). Des exemples d'immunoglobulines IVIG commerciales de préparation incluent Octagam®, Intragam P®, Kiovig®, Flebogamma 5% Dif®, Carinune NF®, Gamunex,, Gammagard S / D®, Gammagard Liquid®, Gammated® et Privigen®.","Indiquez «oui», si le patient a reçu des immunoglobulines intraveineuses entre 00h00 et 24h00 le jour de l'évaluation.",0,0,0,0,0,0
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_plasmapher,Plasmaphérèse / échange de plasma,"1, Oui | 0, Non | 99, Inconnu","La plasmaphérèse (échange de plasma) fait référence à la séparation extracorporelle des composantes sanguines, résultant en un produit filtré. Les méthodes comprennent une centrifugation d'écoulement discontinue, une centrifugation à l'écoulement continu et une filtration du plasma.","Indiquez «oui», si le patient a reçu une plasmaphérèse entre 00h00 et 24h00 le jour de l'évaluation.",0,0,0,0,0,0
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_antibiotic,Antibiotiques,"1, Oui | 0, Non | 99, Inconnu",L'antibiotique fait référence à tout out d'agent qui cible sélectivement les bactéries. Les préparations topiques ne doivent pas être enregistrées.,"Indiquez «oui», si le patient a reçu des antibiotiques entre 00h00 et 24h00 le jour de l'évaluation",0,0,0,0,0,0
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_steroids,Corticostéroïdes,"1, Oui | 0, Non | 99, Inconnu","Les corticostéroïdes (communément appelés «stéroïdes») se réfèrent à tous les types de corticostéroïdes thérapeutiques, fabriqués dans le cortex surrénal (la partie extérieure de la glande surrénale). Ils sont également fabriqués en laboratoire. Les exemples comprennent: la prednisolone, la prednisone, la méthyl-prédnisolone, la dexaméthasone, l'hydrocortisone, la fluticasone, la bétamétasone. Les préparations topiques ne sont pas incluses, mais des préparations inhalées sont incluses.","Indiquez «oui», si le patient a reçu des «stéroïdes» entre 00h00 et 24h00 le jour de l'évaluation.",0,0,0,0,0,0
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_other,Autre(s) intervention(s) ou procédure(s),"1, Oui | 0, Non | 99, Inconnu",Il s'agit de toute autre intervention ou procédure thérapeutique spécifique non caractérisée autrement que vous jugez pertinente.,Indiquez « Oui » si d'autres interventions ou procédures ont été utilisées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,0,0,0,0,0,0
quotidien,TRAITEMENTS ET INTERVENTIONS : Enregistrez toutes les interventions effectuées entre 00h00 et 24h00 le jour de l'évaluation.,treat_other_spec,Veuillez préciser les autres interventions ou procédures,,Il s'agit de toute autre intervention ou procédure thérapeutique spécifique non caractérisée autrement que vous jugez pertinente.,"Si « Oui », veuillez préciser les interventions thérapeutiques ou procédures non caractérisées qui, selon vous, pourraient être pertinentes.",0,0,0,0,0,
quotidien,ASSISTANCE RESPIRATOIRE : Enregistrer toutes les interventions respiratoires effectuées entre 00 h 00 et 24 h 00 le jour de l'évaluation.,treat_o2supp,Soutien respiratoire,"1, Oui | 0, Non | 99, Inconnu","Il s'agit de toute méthode d'oxygénothérapie pouvant être administrée par canule nasale, masque ou ventilation non invasive ou invasive.",Indiquez « Oui » si le patient a reçu un supplément d'oxygène entre 00 h 00 et 24 h 00 le jour de l'évaluation.,0,0,0,0,0,0
